sample_label,clusters2
c2g1s1,82
c2g1s2,82
c2g1s3,82
c2g1s4,82
c2g1s5,82
c2g1s6,82
c2g1s7,82
c2g1s8,82
c2g1s9,82
c2g1s10,82
c2g1s11,82
c2g1s12,82
c2g1s13,82
c2g1s14,82
c2g1s15,82
c2g1s16,82
c2g1s17,82
c2g1s18,82
c2g1s19,82
c2g1s20,82
c2g1s21,82
c2g1s22,82
c2g1s23,82
c2g1s24,82
c2g1s25,82
c2g1s26,82
c2g1s27,82
c2g1s28,82
c2g1s29,82
c2g1s30,82
c2g1s31,82
c2g1s32,82
c2g1s33,82
c2g1s34,82
c2g1s35,82
c2g1s36,82
c2g1s37,82
c2g1s38,82
c2g1s39,82
c2g1s40,82
c2g1s41,82
c2g1s42,82
c2g1s43,82
c2g1s44,82
c2g1s45,82
c2g1s46,82
c2g1s47,82
c2g1s48,82
c2g1s49,82
c2g1s50,82
c2g1s51,82
c2g1s52,82
c2g1s53,82
c2g1s54,82
c2g1s55,82
c2g1s56,82
c2g1s57,82
c2g1s58,82
c2g1s59,82
c2g1s60,82
c2g1s61,82
c2g1s62,82
c2g1s63,82
c2g1s64,82
c2g1s65,82
c2g1s66,82
c2g1s67,82
c2g1s68,82
c2g1s69,82
c2g1s70,82
c2g1s71,82
c2g1s72,82
c2g1s73,82
c2g1s74,82
c2g1s75,82
c2g1s76,82
c2g1s77,82
c2g1s78,82
c2g1s79,82
c2g1s80,82
c2g1s81,82
c2g1s82,82
c2g1s83,82
c2g1s84,82
c2g1s85,82
c2g1s86,82
c2g1s87,82
c2g1s88,82
c2g1s89,82
c2g1s90,82
c2g1s91,82
c2g1s92,82
c2g1s93,82
c2g1s94,82
c2g1s95,82
c2g1s96,82
c2g1s97,82
c2g1s98,82
c2g1s99,82
c2g1s100,82
c2g1s101,82
c2g1s102,82
c2g1s103,82
c2g1s104,82
c2g1s105,82
c2g1s106,82
c2g1s107,82
c2g1s108,82
c2g1s109,82
c2g1s110,82
c2g1s111,82
c2g1s112,82
c2g1s113,82
c2g1s114,82
c2g1s115,82
c2g1s116,82
c2g1s117,82
c2g1s118,82
c2g1s119,82
c2g1s120,82
c2g1s121,82
c2g1s122,82
c2g1s123,82
c2g1s124,82
c2g1s125,82
c2g1s126,82
c2g1s127,82
c2g1s128,82
c2g1s129,82
c2g1s130,82
c2g1s131,82
c2g1s132,82
c2g1s133,82
c2g1s134,82
c2g1s135,82
c2g1s136,82
c2g1s137,82
c2g1s138,82
c2g1s139,82
c2g1s140,82
c2g1s141,82
c2g1s142,82
c2g1s143,82
c2g1s144,82
c2g1s145,82
c2g1s146,82
c2g1s147,82
c2g1s148,82
c2g1s149,82
c2g1s150,82
c2g1s151,82
c2g1s152,82
c2g1s153,82
c2g1s154,82
c2g1s155,82
c2g1s156,82
c2g1s157,82
c2g1s158,82
c2g1s159,82
c2g1s160,82
c2g1s161,82
c2g1s162,82
c2g1s163,82
c2g1s164,82
c2g1s165,82
c2g1s166,82
c2g1s167,82
c2g1s168,82
c2g1s169,82
c2g1s170,82
c2g1s171,82
c2g1s172,82
c2g1s173,82
c2g1s174,82
c2g1s175,82
c2g1s176,82
c2g1s177,82
c2g1s178,82
c2g1s179,82
c2g1s180,82
c2g1s181,82
c2g1s182,82
c2g1s183,82
c2g1s184,82
c2g1s185,82
c2g1s186,82
c2g1s187,82
c2g1s188,82
c2g1s189,82
c2g1s190,82
c2g1s191,82
c2g1s192,82
c2g1s193,82
c2g1s194,82
c2g1s195,82
c2g1s196,82
c2g1s197,82
c2g1s198,82
c2g1s199,82
c2g1s200,82
c2g1s201,82
c2g1s202,82
c2g1s203,82
c2g1s204,82
c2g1s205,82
c2g1s206,82
c2g1s207,82
c2g1s208,82
c2g1s209,82
c2g1s210,82
c2g1s211,82
c2g1s212,82
c2g1s213,82
c2g1s214,82
c2g1s215,82
c2g1s216,82
c2g1s217,82
c2g1s218,82
c2g1s219,82
c2g1s220,82
c2g1s221,82
c2g1s222,82
c2g1s223,82
c2g1s224,82
c2g1s225,82
c2g1s226,82
c2g1s227,82
c2g1s228,82
c2g1s229,82
c2g1s230,82
c2g1s231,82
c2g1s232,82
c2g1s233,82
c2g1s234,82
c2g1s235,82
c2g1s236,82
c2g1s237,82
c2g1s238,82
c2g1s239,82
c2g1s240,82
c2g1s241,82
c2g1s242,82
c2g1s243,82
c2g1s244,82
c2g1s245,82
c2g1s246,82
c2g1s247,82
c2g1s248,82
c2g1s249,82
c2g1s250,82
c2g1s251,82
c2g1s252,82
c2g1s253,82
c2g1s254,82
c2g1s255,82
c2g1s256,82
c2g1s257,82
c2g1s258,82
c2g1s259,82
c2g1s260,82
c2g1s261,82
c2g1s262,82
c2g1s263,82
c2g1s264,82
c2g1s265,82
c2g1s266,82
c2g1s267,82
c2g1s268,82
c2g1s269,82
c2g1s270,82
c2g1s271,82
c2g1s272,82
c2g1s273,82
c2g1s274,82
c2g1s275,82
c2g1s276,82
c2g1s277,82
c2g1s278,82
c2g1s279,82
c2g1s280,82
c2g1s281,82
c2g1s282,82
c2g1s283,82
c2g1s284,82
c2g1s285,82
c2g1s286,82
c2g1s287,82
c2g1s288,82
c2g1s289,82
c2g1s290,82
c2g1s291,82
c2g1s292,82
c2g1s293,82
c2g1s294,82
c2g1s295,82
c2g1s296,82
c2g1s297,82
c2g1s298,82
c2g1s299,82
c2g1s300,82
c2g1s301,82
c2g1s302,82
c2g1s303,82
c2g1s304,82
c2g1s305,82
c2g1s306,82
c2g1s307,82
c2g1s308,82
c2g1s309,82
c2g1s310,82
c2g1s311,82
c2g1s312,82
c2g1s313,82
c2g1s314,82
c2g1s315,82
c2g1s316,82
c2g1s317,82
c2g1s318,82
c2g1s319,82
c2g1s320,82
c2g1s321,82
c2g1s322,82
c2g1s323,82
c2g1s324,82
c2g1s325,82
c2g1s326,82
c2g1s327,82
c2g1s328,82
c2g1s329,82
c2g1s330,82
c2g1s331,82
c2g1s332,82
c2g1s333,82
c2g1s334,82
c2g1s335,82
c2g1s336,82
c2g1s337,82
c2g1s338,82
c2g1s339,82
c2g1s340,82
c2g1s341,82
c2g1s342,82
c2g1s343,82
c2g1s344,82
c2g1s345,82
c2g1s346,82
c2g1s347,82
c2g1s348,82
c2g1s349,82
c2g1s350,82
c2g1s351,82
c2g1s352,82
c2g1s353,82
c2g1s354,82
c2g1s355,82
c2g1s356,82
c2g1s357,82
c2g1s358,82
c2g1s359,82
c2g1s360,82
c2g1s361,82
c2g1s362,82
c2g1s363,82
c2g1s364,82
c2g1s365,82
c2g1s366,82
c2g1s367,82
c2g1s368,82
c2g1s369,82
c2g1s370,82
c2g1s371,82
c2g1s372,82
c2g1s373,82
c2g1s374,82
c2g1s375,82
c2g1s376,82
c2g1s377,82
c2g1s378,82
c2g1s379,82
c2g1s380,82
c2g1s381,82
c2g1s382,82
c2g1s383,82
c2g1s384,82
c2g1s385,82
c2g1s386,82
c2g1s387,82
c2g1s388,82
c2g1s389,82
c2g1s390,82
c2g1s391,82
c2g1s392,82
c2g1s393,82
c2g1s394,82
c2g1s395,82
c2g1s396,82
c2g1s397,82
c2g1s398,82
c2g1s399,82
c2g1s400,82
c2g1s401,82
c2g1s402,82
c2g1s403,82
c2g1s404,82
c2g1s405,82
c2g1s406,82
c2g1s407,82
c2g1s408,82
c2g1s409,82
c2g1s410,82
c2g1s411,82
c2g1s412,82
c2g1s413,82
c2g1s414,82
c2g1s415,82
c2g1s416,82
c2g1s417,82
c2g1s418,82
c2g1s419,82
c2g1s420,82
c2g1s421,82
c2g1s422,82
c2g1s423,82
c2g1s424,82
c2g1s425,82
c2g1s426,82
c2g1s427,82
c2g1s428,82
c2g1s429,82
c2g1s430,82
c2g1s431,82
c2g1s432,82
c2g1s433,82
c2g1s434,82
c2g1s435,82
c2g1s436,82
c2g1s437,82
c2g1s438,82
c2g1s439,82
c2g1s440,82
c2g1s441,82
c2g1s442,82
c2g1s443,82
c2g1s444,82
c2g1s445,82
c2g1s446,82
c2g1s447,82
c2g1s448,82
c2g1s449,82
c2g1s450,82
c2g1s451,82
c2g1s452,82
c2g1s453,82
c2g1s454,82
c2g1s455,82
c2g1s456,82
c2g1s457,82
c2g1s458,82
c2g1s459,82
c2g1s460,82
c2g1s461,82
c2g1s462,82
c2g1s463,82
c2g1s464,82
c2g1s465,82
c2g1s466,82
c2g1s467,82
c2g1s468,82
c2g1s469,82
c2g1s470,82
c2g1s471,82
c2g1s472,82
c2g1s473,82
c2g1s474,82
c2g1s475,82
c2g1s476,82
c2g1s477,82
c2g1s478,82
c2g1s479,82
c2g1s480,82
c2g1s481,82
c2g1s482,82
c2g1s483,82
c2g1s484,82
c2g1s485,82
c2g1s486,82
c2g1s487,82
c2g1s488,82
c2g1s489,82
c2g1s490,82
c2g1s491,82
c2g1s492,82
c2g1s493,82
c2g1s494,82
c2g1s495,82
c2g1s496,82
c2g1s497,82
c2g1s498,82
c2g1s499,82
c2g1s500,82
c2g2s501,252
c2g2s502,82
c2g2s503,82
c2g2s504,252
c2g2s505,252
c2g2s506,252
c2g2s507,252
c2g2s508,252
c2g2s509,252
c2g2s510,252
c2g2s511,252
c2g2s512,252
c2g2s513,252
c2g2s514,252
c2g2s515,252
c2g2s516,252
c2g2s517,252
c2g2s518,252
c2g2s519,252
c2g2s520,252
c2g2s521,252
c2g2s522,252
c2g2s523,82
c2g2s524,252
c2g2s525,82
c2g2s526,252
c2g2s527,82
c2g2s528,252
c2g2s529,82
c2g2s530,252
c2g2s531,82
c2g2s532,252
c2g2s533,252
c2g2s534,252
c2g2s535,252
c2g2s536,252
c2g2s537,252
c2g2s538,252
c2g2s539,82
c2g2s540,252
c2g2s541,252
c2g2s542,252
c2g2s543,82
c2g2s544,82
c2g2s545,82
c2g2s546,252
c2g2s547,252
c2g2s548,252
c2g2s549,82
c2g2s550,252
c2g2s551,252
c2g2s552,252
c2g2s553,252
c2g2s554,252
c2g2s555,252
c2g2s556,252
c2g2s557,82
c2g2s558,252
c2g2s559,252
c2g2s560,252
c2g2s561,252
c2g2s562,252
c2g2s563,252
c2g2s564,82
c2g2s565,82
c2g2s566,252
c2g2s567,82
c2g2s568,252
c2g2s569,252
c2g2s570,252
c2g2s571,252
c2g2s572,252
c2g2s573,252
c2g2s574,82
c2g2s575,252
c2g2s576,252
c2g2s577,82
c2g2s578,82
c2g2s579,252
c2g2s580,252
c2g2s581,252
c2g2s582,252
c2g2s583,252
c2g2s584,252
c2g2s585,82
c2g2s586,252
c2g2s587,252
c2g2s588,252
c2g2s589,252
c2g2s590,252
c2g2s591,252
c2g2s592,252
c2g2s593,252
c2g2s594,252
c2g2s595,252
c2g2s596,252
c2g2s597,252
c2g2s598,252
c2g2s599,252
c2g2s600,82
c2g2s601,252
c2g2s602,252
c2g2s603,252
c2g2s604,82
c2g2s605,252
c2g2s606,252
c2g2s607,252
c2g2s608,252
c2g2s609,252
c2g2s610,252
c2g2s611,252
c2g2s612,252
c2g2s613,252
c2g2s614,252
c2g2s615,82
c2g2s616,252
c2g2s617,82
c2g2s618,252
c2g2s619,252
c2g2s620,82
c2g2s621,252
c2g2s622,252
c2g2s623,252
c2g2s624,252
c2g2s625,252
c2g2s626,252
c2g2s627,252
c2g2s628,252
c2g2s629,252
c2g2s630,252
c2g2s631,252
c2g2s632,252
c2g2s633,252
c2g2s634,252
c2g2s635,252
c2g2s636,252
c2g2s637,252
c2g2s638,252
c2g2s639,252
c2g2s640,252
c2g2s641,252
c2g2s642,82
c2g2s643,252
c2g2s644,252
c2g2s645,252
c2g2s646,82
c2g2s647,252
c2g2s648,252
c2g2s649,82
c2g2s650,252
c2g2s651,252
c2g2s652,252
c2g2s653,82
c2g2s654,252
c2g2s655,82
c2g2s656,252
c2g2s657,252
c2g2s658,252
c2g2s659,252
c2g2s660,82
c2g2s661,252
c2g2s662,252
c2g2s663,252
c2g2s664,252
c2g2s665,82
c2g2s666,252
c2g2s667,82
c2g2s668,252
c2g2s669,252
c2g2s670,252
c2g2s671,252
c2g2s672,252
c2g2s673,252
c2g2s674,252
c2g2s675,252
c2g2s676,252
c2g2s677,252
c2g2s678,252
c2g2s679,82
c2g2s680,252
c2g2s681,252
c2g2s682,252
c2g2s683,252
c2g2s684,252
c2g2s685,82
c2g2s686,252
c2g2s687,82
c2g2s688,252
c2g2s689,82
c2g2s690,252
c2g2s691,82
c2g2s692,82
c2g2s693,252
c2g2s694,82
c2g2s695,252
c2g2s696,252
c2g2s697,252
c2g2s698,252
c2g2s699,252
c2g2s700,252
c2g2s701,252
c2g2s702,82
c2g2s703,252
c2g2s704,252
c2g2s705,252
c2g2s706,252
c2g2s707,252
c2g2s708,252
c2g2s709,252
c2g2s710,252
c2g2s711,252
c2g2s712,82
c2g2s713,252
c2g2s714,252
c2g2s715,82
c2g2s716,252
c2g2s717,252
c2g2s718,82
c2g2s719,252
c2g2s720,252
c2g2s721,252
c2g2s722,252
c2g2s723,252
c2g2s724,252
c2g2s725,252
c2g2s726,252
c2g2s727,252
c2g2s728,82
c2g2s729,252
c2g2s730,252
c2g2s731,252
c2g2s732,252
c2g2s733,252
c2g2s734,252
c2g2s735,252
c2g2s736,82
c2g2s737,252
c2g2s738,252
c2g2s739,82
c2g2s740,252
c2g2s741,252
c2g2s742,82
c2g2s743,252
c2g2s744,252
c2g2s745,82
c2g2s746,252
c2g2s747,252
c2g2s748,252
c2g2s749,252
c2g2s750,252
c2g2s751,252
c2g2s752,252
c2g2s753,252
c2g2s754,252
c2g2s755,252
c2g2s756,252
c2g2s757,252
c2g2s758,252
c2g2s759,252
c2g2s760,252
c2g2s761,82
c2g2s762,252
c2g2s763,252
c2g2s764,252
c2g2s765,252
c2g2s766,252
c2g2s767,252
c2g2s768,82
c2g2s769,252
c2g2s770,252
c2g2s771,252
c2g2s772,252
c2g2s773,82
c2g2s774,252
c2g2s775,252
c2g2s776,252
c2g2s777,252
c2g2s778,252
c2g2s779,252
c2g2s780,82
c2g2s781,252
c2g2s782,252
c2g2s783,82
c2g2s784,252
c2g2s785,252
c2g2s786,252
c2g2s787,252
c2g2s788,252
c2g2s789,252
c2g2s790,252
c2g2s791,252
c2g2s792,252
c2g2s793,252
c2g2s794,252
c2g2s795,82
c2g2s796,82
c2g2s797,82
c2g2s798,252
c2g2s799,252
c2g2s800,252
c2g2s801,252
c2g2s802,252
c2g2s803,252
c2g2s804,252
c2g2s805,252
c2g2s806,252
c2g2s807,252
c2g2s808,252
c2g2s809,252
c2g2s810,82
c2g2s811,252
c2g2s812,252
c2g2s813,82
c2g2s814,252
c2g2s815,252
c2g2s816,82
c2g2s817,82
c2g2s818,252
c2g2s819,82
c2g2s820,82
c2g2s821,82
c2g2s822,82
c2g2s823,252
c2g2s824,252
c2g2s825,252
c2g2s826,252
c2g2s827,252
c2g2s828,252
c2g2s829,82
c2g2s830,252
c2g2s831,252
c2g2s832,82
c2g2s833,252
c2g2s834,252
c2g2s835,82
c2g2s836,252
c2g2s837,252
c2g2s838,252
c2g2s839,252
c2g2s840,252
c2g2s841,252
c2g2s842,252
c2g2s843,252
c2g2s844,252
c2g2s845,252
c2g2s846,252
c2g2s847,252
c2g2s848,252
c2g2s849,252
c2g2s850,252
c2g2s851,82
c2g2s852,252
c2g2s853,252
c2g2s854,252
c2g2s855,252
c2g2s856,252
c2g2s857,252
c2g2s858,252
c2g2s859,252
c2g2s860,252
c2g2s861,252
c2g2s862,252
c2g2s863,252
c2g2s864,82
c2g2s865,252
c2g2s866,252
c2g2s867,252
c2g2s868,252
c2g2s869,252
c2g2s870,252
c2g2s871,82
c2g2s872,252
c2g2s873,252
c2g2s874,252
c2g2s875,82
c2g2s876,252
c2g2s877,252
c2g2s878,252
c2g2s879,252
c2g2s880,252
c2g2s881,252
c2g2s882,252
c2g2s883,252
c2g2s884,252
c2g2s885,252
c2g2s886,252
c2g2s887,252
c2g2s888,252
c2g2s889,252
c2g2s890,252
c2g2s891,252
c2g2s892,252
c2g2s893,252
c2g2s894,252
c2g2s895,252
c2g2s896,252
c2g2s897,252
c2g2s898,252
c2g2s899,252
c2g2s900,252
c2g2s901,252
c2g2s902,252
c2g2s903,252
c2g2s904,252
c2g2s905,252
c2g2s906,252
c2g2s907,82
c2g2s908,82
c2g2s909,82
c2g2s910,252
c2g2s911,82
c2g2s912,252
c2g2s913,252
c2g2s914,252
c2g2s915,252
c2g2s916,252
c2g2s917,252
c2g2s918,252
c2g2s919,82
c2g2s920,252
c2g2s921,252
c2g2s922,252
c2g2s923,252
c2g2s924,252
c2g2s925,252
c2g2s926,252
c2g2s927,252
c2g2s928,252
c2g2s929,82
c2g2s930,252
c2g2s931,252
c2g2s932,252
c2g2s933,252
c2g2s934,252
c2g2s935,82
c2g2s936,82
c2g2s937,252
c2g2s938,252
c2g2s939,252
c2g2s940,82
c2g2s941,252
c2g2s942,252
c2g2s943,252
c2g2s944,252
c2g2s945,252
c2g2s946,252
c2g2s947,82
c2g2s948,82
c2g2s949,252
c2g2s950,252
c2g2s951,252
c2g2s952,252
c2g2s953,252
c2g2s954,252
c2g2s955,252
c2g2s956,82
c2g2s957,82
c2g2s958,252
c2g2s959,252
c2g2s960,252
c2g2s961,252
c2g2s962,252
c2g2s963,252
c2g2s964,252
c2g2s965,252
c2g2s966,252
c2g2s967,252
c2g2s968,252
c2g2s969,252
c2g2s970,82
c2g2s971,252
c2g2s972,252
c2g2s973,252
c2g2s974,82
c2g2s975,82
c2g2s976,252
c2g2s977,252
c2g2s978,252
c2g2s979,252
c2g2s980,252
c2g2s981,82
c2g2s982,252
c2g2s983,252
c2g2s984,252
c2g2s985,252
c2g2s986,252
c2g2s987,82
c2g2s988,252
c2g2s989,82
c2g2s990,252
c2g2s991,252
c2g2s992,82
c2g2s993,252
c2g2s994,252
c2g2s995,252
c2g2s996,252
c2g2s997,252
c2g2s998,252
c2g2s999,82
c2g2s1000,252
